case_id,species,age_years,breed,is_neutered,weight_kg,is_vaccinated,lethargy_level,appetite_status,drinking_status,is_vomiting,is_diarrhea,has_blood_in_stool,is_straining_to_urinate,urinating_more_frequently,has_blood_in_urine,is_coughing,is_sneezing,has_nasal_discharge,is_itching_scratching,has_hair_loss,is_lame_limping,diagnosis
1192,Dog,2,Rottweiler,Yes,19,No,Normal,Normal,Normal,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Ear Infection
1193,Dog,6,Beagle,No,6,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,Yes,Hip Dysplasia
1194,Dog,6,Mixed Breed,Yes,40,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,No,No,Ear Infection
1195,Dog,1,Rottweiler,Yes,43,Yes,Mild,Normal,Normal,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Kennel Cough
1196,Dog,10,Labrador Retriever,No,30,Yes,Mild,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,Yes,Arthritis
1197,Dog,4,Labrador Retriever,Yes,31,Yes,Normal,Normal,Normal,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Skin Allergies
1198,Dog,3,Shih Tzu,Yes,12,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,No,No,Ear Infection
1199,Dog,9,German Shepherd,Yes,9,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,No,No,Ear Infection
1200,Dog,1,Golden Retriever,Yes,28,No,Severe,None,Normal,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Parvovirus
1201,Cat,5,Persian,No,3,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Skin Allergies
1202,Cat,4,British Shorthair,Yes,5,No,Normal,Normal,Normal,No,No,No,Yes,No,Yes,No,No,No,No,No,No,FLUTD
1203,Dog,11,Mixed Breed,Yes,31,Yes,Mild,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,Yes,Arthritis
1204,Dog,1,Mixed Breed,Yes,35,No,Severe,None,Normal,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,Parvovirus
1205,Dog,4,Poodle,Yes,44,No,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,No,No,Ear Infection
1206,Cat,11,Persian,No,7,Yes,Mild,Decreased,Increased,No,No,No,No,Yes,No,No,No,No,No,No,No,CKD
1207,Dog,5,Shih Tzu,Yes,14,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,No,No,Ear Infection
1208,Cat,8,Ragdoll,No,5,Yes,Normal,Decreased,Normal,Yes,No,No,No,No,No,No,No,No,No,No,No,Gastritis
1209,Dog,1,Boxer,No,31,No,Severe,None,Normal,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Parvovirus
1210,Cat,8,Siamese,Yes,7,No,Normal,Decreased,Normal,Yes,No,No,No,No,No,No,No,No,No,No,No,Gastritis
1211,Cat,15,Persian,No,4,Yes,Normal,Decreased,Normal,Yes,No,No,No,No,No,No,No,No,No,No,No,Hairball
1212,Cat,11,Maine Coon,Yes,4,No,Normal,Decreased,Normal,No,No,No,No,Yes,No,No,No,No,No,No,No,CKD
1213,Dog,4,Labrador Retriever,Yes,19,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,No,Healthy
1214,Dog,4,German Shepherd,No,17,Yes,Mild,Normal,Normal,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Kennel Cough
1215,Cat,9,Sphynx,No,5,Yes,Normal,Normal,Normal,No,No,No,Yes,Yes,No,No,No,No,No,No,No,FLUTD
1216,Dog,15,Poodle,Yes,13,Yes,Normal,Normal,Normal,Yes,No,No,No,No,No,No,No,No,No,No,No,Dietary Indiscretion
1217,Cat,1,Domestic Shorthair,Yes,5,Yes,Normal,Decreased,Normal,Yes,No,No,No,No,No,No,No,No,No,No,No,Gastritis
1218,Dog,3,Labrador Retriever,Yes,26,Yes,Normal,Normal,Normal,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Dietary Indiscretion
1219,Dog,3,Rottweiler,No,13,Yes,Normal,Decreased,Normal,Yes,No,No,No,No,No,No,No,No,No,No,No,Gastritis
1220,Dog,12,German Shepherd,Yes,19,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,Yes,Hip Dysplasia
1221,Dog,2,Boxer,Yes,21,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,No,No,Ear Infection
1222,Dog,2,Beagle,No,13,No,Severe,None,Normal,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Parvovirus
1223,Cat,7,British Shorthair,Yes,6,Yes,Normal,Normal,Normal,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,FLUTD
1224,Cat,12,British Shorthair,Yes,3,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Upper Respiratory Infection
1225,Dog,1,Shih Tzu,No,11,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,No,Healthy
1226,Dog,11,Shih Tzu,No,32,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,No,No,Ear Infection
1227,Cat,7,Bengal,Yes,7,Yes,Normal,Decreased,Normal,Yes,No,No,No,No,No,No,No,No,No,No,No,Hairball
1228,Dog,14,German Shepherd,Yes,14,Yes,Normal,Normal,Normal,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Dietary Indiscretion
1229,Dog,8,Mixed Breed,No,34,Yes,Mild,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,Yes,Arthritis
1230,Dog,1,Shih Tzu,Yes,21,Yes,Mild,Normal,Normal,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Kennel Cough
1231,Cat,16,Bengal,Yes,5,Yes,Mild,Normal,Increased,No,No,No,No,Yes,No,No,No,No,No,No,No,CKD
1232,Cat,4,British Shorthair,No,5,No,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Skin Allergies
1233,Dog,2,Labrador Retriever,No,25,No,Severe,None,Normal,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Parvovirus
1234,Dog,1,French Bulldog,Yes,13,No,Severe,None,Normal,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Parvovirus
1235,Cat,6,Bengal,Yes,7,Yes,Normal,Normal,Normal,No,No,No,Yes,No,Yes,No,No,No,No,No,No,FLUTD
1236,Cat,13,Persian,Yes,5,Yes,Mild,Decreased,Increased,No,No,No,No,Yes,No,No,No,No,No,No,No,CKD
1237,Cat,13,Maine Coon,Yes,5,No,Normal,Decreased,Normal,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Upper Respiratory Infection
1238,Cat,11,British Shorthair,Yes,6,No,Normal,Decreased,Normal,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Upper Respiratory Infection
1239,Dog,1,Poodle,Yes,17,No,Normal,Decreased,Normal,Yes,No,No,No,No,No,No,No,No,No,No,No,Gastritis
1240,Dog,6,Shih Tzu,Yes,31,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,Yes,Hip Dysplasia
1241,Dog,3,Beagle,No,10,Yes,Mild,Normal,Normal,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Kennel Cough
1242,Dog,1,German Shepherd,No,12,No,Severe,None,Normal,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Parvovirus
1243,Dog,7,Rottweiler,Yes,8,Yes,Normal,Decreased,Normal,Yes,No,No,No,No,No,No,No,No,No,No,No,Gastritis
1244,Cat,13,Siamese,Yes,4,Yes,Mild,Decreased,Increased,No,No,No,No,No,No,No,No,No,No,No,No,CKD
1245,Dog,19,Mixed Breed,Yes,39,Yes,Mild,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,Yes,Arthritis
1246,Dog,4,Shih Tzu,No,12,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,No,No,Ear Infection
1247,Cat,9,Siamese,Yes,6,Yes,Normal,Decreased,Normal,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Upper Respiratory Infection
1248,Dog,7,Labrador Retriever,No,28,Yes,Mild,Normal,Normal,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Kennel Cough
1249,Dog,12,Rottweiler,No,21,Yes,Mild,Normal,Normal,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Kennel Cough
1250,Dog,1,Beagle,No,37,No,Severe,None,Normal,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Parvovirus
1251,Dog,4,French Bulldog,No,28,Yes,Mild,Normal,Normal,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Kennel Cough
1252,Cat,3,Siamese,Yes,7,No,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,No,Healthy
1253,Dog,9,German Shepherd,Yes,5,Yes,Mild,Normal,Normal,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Kennel Cough
1254,Cat,1,Bengal,Yes,6,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Skin Allergies
1255,Cat,8,Sphynx,Yes,7,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,No,Healthy
1256,Dog,11,Boxer,No,37,Yes,Normal,Normal,Normal,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Hip Dysplasia
1257,Dog,1,Boxer,Yes,36,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,No,No,Ear Infection
1258,Cat,4,Domestic Longhair,Yes,5,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Skin Allergies
1259,Cat,14,Bengal,Yes,4,Yes,Normal,Decreased,Normal,Yes,No,No,No,No,No,No,No,No,No,No,No,Hairball
1260,Cat,5,Persian,Yes,4,No,Normal,Normal,Normal,Yes,No,No,No,No,No,No,No,No,No,No,No,Gastritis
1261,Dog,8,Rottweiler,No,17,Yes,Mild,Normal,Normal,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Kennel Cough
1262,Cat,10,Maine Coon,Yes,5,Yes,Normal,Normal,Normal,No,No,No,Yes,No,Yes,No,No,No,No,No,No,FLUTD
1263,Cat,18,Domestic Shorthair,Yes,6,Yes,Normal,Decreased,Normal,No,No,No,No,Yes,No,No,No,No,No,No,No,CKD
1264,Cat,19,Siamese,Yes,7,No,Mild,Decreased,Increased,No,No,No,No,Yes,No,No,No,No,No,No,No,CKD
1265,Cat,2,Sphynx,Yes,4,Yes,Normal,Decreased,Normal,Yes,No,No,No,No,No,No,No,No,No,No,No,Hairball
1266,Dog,8,Poodle,No,43,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,No,No,Ear Infection
1267,Dog,1,Mixed Breed,Yes,7,No,Severe,Normal,Normal,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Parvovirus
1268,Cat,6,Maine Coon,No,5,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,No,Healthy
1269,Dog,14,Boxer,Yes,37,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,Yes,Hip Dysplasia
1270,Cat,9,Bengal,No,7,Yes,Normal,Decreased,Normal,Yes,No,No,No,No,No,No,No,No,No,No,No,Hairball
1271,Dog,1,Golden Retriever,No,8,No,Severe,None,Normal,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Parvovirus
1272,Cat,2,Domestic Longhair,Yes,6,Yes,Normal,Normal,Normal,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,Skin Allergies
1273,Dog,1,Labrador Retriever,No,41,No,Severe,None,Normal,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Parvovirus
1274,Dog,11,Poodle,No,36,No,Normal,Decreased,Normal,Yes,No,No,No,No,No,No,No,No,No,No,No,Gastritis
1275,Cat,13,Maine Coon,Yes,7,No,Normal,Decreased,Normal,Yes,No,No,No,No,No,No,No,No,No,No,No,Hairball
1276,Dog,1,French Bulldog,No,12,Yes,Normal,Decreased,Normal,Yes,No,No,No,No,No,No,No,No,No,No,No,Gastritis
1277,Dog,2,Poodle,Yes,16,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,No,Ear Infection
1278,Dog,2,Poodle,No,33,No,Severe,None,Normal,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Parvovirus
1279,Dog,11,Labrador Retriever,Yes,37,No,Normal,Decreased,Normal,Yes,No,No,No,No,No,No,No,No,No,No,No,Gastritis
1280,Dog,7,Mixed Breed,No,42,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,No,Healthy
1281,Cat,17,Maine Coon,Yes,3,Yes,Mild,Decreased,Increased,No,No,No,No,Yes,No,No,No,No,No,No,No,CKD
1282,Cat,13,Domestic Shorthair,Yes,3,Yes,Normal,Decreased,Normal,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Upper Respiratory Infection
1283,Cat,2,Siamese,No,3,Yes,Normal,Normal,Normal,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,FLUTD
1284,Dog,6,Golden Retriever,No,44,Yes,Normal,Normal,Normal,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Dietary Indiscretion
1285,Cat,15,Persian,Yes,6,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,No,Healthy
1286,Dog,3,Beagle,No,25,No,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Skin Allergies
1287,Cat,5,Siamese,Yes,6,Yes,Normal,Decreased,Normal,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Upper Respiratory Infection
1288,Cat,3,Domestic Shorthair,Yes,4,No,Normal,Normal,Normal,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Upper Respiratory Infection
1289,Dog,1,Poodle,No,24,No,Severe,Normal,Normal,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Parvovirus
1290,Dog,2,Shih Tzu,Yes,18,No,Severe,None,Normal,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Parvovirus
1291,Dog,9,Beagle,Yes,28,No,Mild,Normal,Normal,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Kennel Cough
1292,Cat,2,Domestic Shorthair,No,5,Yes,Normal,Decreased,Normal,Yes,No,No,No,No,No,No,No,No,No,No,No,Gastritis
1293,Dog,8,Mixed Breed,Yes,30,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,No,No,Ear Infection
1294,Cat,7,Maine Coon,No,6,No,Normal,Normal,Normal,Yes,No,No,No,No,No,No,No,No,No,No,No,Gastritis
1295,Dog,7,French Bulldog,Yes,38,Yes,Mild,Normal,Normal,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Kennel Cough
1296,Cat,16,Domestic Longhair,No,6,Yes,Mild,Decreased,Increased,No,No,No,No,No,No,No,No,No,No,No,No,CKD
1297,Cat,3,Domestic Longhair,No,5,Yes,Normal,Decreased,Normal,Yes,No,No,No,No,No,No,No,No,No,No,No,Gastritis
1298,Dog,8,German Shepherd,No,7,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,No,Healthy
1299,Dog,6,Labrador Retriever,Yes,30,Yes,Normal,Normal,Normal,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Dietary Indiscretion
1300,Cat,1,Maine Coon,No,3,Yes,Normal,Decreased,Normal,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Upper Respiratory Infection
1301,Dog,7,Shih Tzu,Yes,38,No,Mild,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,Yes,Arthritis
1302,Dog,7,Mixed Breed,Yes,38,No,Mild,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,Yes,Arthritis
1303,Dog,10,French Bulldog,No,13,Yes,Normal,Normal,Normal,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Dietary Indiscretion
1304,Dog,10,Beagle,No,6,Yes,Normal,Normal,Normal,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Dietary Indiscretion
1305,Dog,9,Shih Tzu,No,39,No,Mild,Normal,Normal,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,Kennel Cough
1306,Dog,2,Mixed Breed,No,35,No,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,No,No,Ear Infection
1307,Dog,7,Beagle,No,23,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,No,No,Ear Infection
1308,Dog,2,Golden Retriever,No,15,No,Severe,None,Normal,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Parvovirus
1309,Dog,7,Poodle,Yes,17,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Skin Allergies
1310,Dog,2,Poodle,No,38,Yes,Normal,Normal,Normal,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Dietary Indiscretion
1311,Dog,1,Mixed Breed,No,21,No,Severe,None,Normal,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Parvovirus
1312,Dog,9,Rottweiler,Yes,20,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,Yes,Hip Dysplasia
1313,Dog,7,Rottweiler,Yes,17,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,No,No,Ear Infection
1314,Dog,13,Boxer,Yes,44,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,No,Healthy
1315,Cat,15,Domestic Shorthair,Yes,7,Yes,Normal,Decreased,Normal,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Upper Respiratory Infection
1316,Dog,3,Labrador Retriever,No,15,Yes,Normal,Normal,Normal,Yes,No,No,No,No,No,No,No,No,No,No,No,Dietary Indiscretion
1317,Dog,7,German Shepherd,Yes,19,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Skin Allergies
1318,Dog,12,French Bulldog,No,14,Yes,Mild,Normal,Normal,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Kennel Cough
1319,Cat,9,Siamese,Yes,4,No,Mild,Decreased,Increased,No,No,No,No,Yes,No,No,No,No,No,No,No,CKD
1320,Cat,3,Persian,No,5,No,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,No,Healthy
1321,Dog,7,German Shepherd,Yes,22,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,No,No,Ear Infection
1322,Dog,10,Poodle,Yes,42,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,Yes,Hip Dysplasia
1323,Cat,11,Domestic Shorthair,Yes,5,Yes,Normal,Decreased,Normal,Yes,No,No,No,No,No,No,No,No,No,No,No,Hairball
1324,Cat,10,Siamese,Yes,6,Yes,Normal,Normal,Normal,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,FLUTD
1325,Dog,2,Boxer,Yes,23,No,Severe,None,Normal,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Parvovirus
1326,Dog,15,French Bulldog,Yes,14,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,Yes,Hip Dysplasia
1327,Dog,9,Shih Tzu,No,30,Yes,Mild,Normal,Normal,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Arthritis
1328,Dog,13,Labrador Retriever,Yes,42,Yes,Mild,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,Yes,Arthritis
1329,Dog,2,Golden Retriever,No,13,No,Severe,None,Normal,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Parvovirus
1330,Cat,11,Maine Coon,No,3,Yes,Normal,Decreased,Normal,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Hairball
1331,Dog,6,Golden Retriever,No,28,No,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,No,Healthy
1332,Dog,2,Mixed Breed,No,30,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Skin Allergies
1333,Dog,11,Shih Tzu,No,12,Yes,Normal,Normal,Normal,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Ear Infection
1334,Cat,6,Siamese,Yes,7,Yes,Normal,Normal,Normal,No,No,No,No,Yes,Yes,No,No,No,No,No,No,FLUTD
1335,Dog,12,Poodle,Yes,6,Yes,Normal,Decreased,Normal,Yes,No,No,No,No,No,No,No,No,No,No,No,Gastritis
1336,Cat,4,Sphynx,Yes,3,Yes,Normal,Decreased,Normal,Yes,No,No,No,No,No,No,No,No,No,No,No,Hairball
1337,Cat,3,Bengal,No,3,Yes,Normal,Decreased,Normal,Yes,No,No,No,No,No,No,No,No,No,No,No,Hairball
1338,Dog,17,German Shepherd,Yes,22,No,Mild,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,Yes,Arthritis
1339,Cat,5,Bengal,Yes,3,No,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Skin Allergies
1340,Dog,2,Beagle,Yes,36,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,No,No,Ear Infection
1341,Dog,9,Poodle,No,27,No,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Skin Allergies
1342,Cat,2,Domestic Longhair,No,4,Yes,Normal,Decreased,Normal,Yes,No,No,No,No,No,No,No,No,No,No,No,Hairball
1343,Cat,1,Siamese,Yes,6,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Skin Allergies
1344,Dog,2,Labrador Retriever,Yes,22,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,No,No,Ear Infection
1345,Dog,1,Mixed Breed,No,15,No,Severe,None,Normal,No,No,Yes,No,No,No,No,No,No,No,No,No,Parvovirus
1346,Dog,11,Rottweiler,No,26,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,Yes,Hip Dysplasia
1347,Dog,12,Boxer,Yes,34,Yes,Mild,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,Yes,Arthritis
1348,Dog,7,Shih Tzu,Yes,14,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,No,Healthy
1349,Cat,18,Ragdoll,Yes,5,Yes,Mild,Decreased,Increased,No,No,No,No,Yes,No,No,No,No,No,No,No,CKD
1350,Dog,9,French Bulldog,No,42,No,Normal,Normal,Normal,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Dietary Indiscretion
1351,Cat,10,Ragdoll,Yes,5,No,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Skin Allergies
1352,Cat,4,British Shorthair,Yes,5,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,No,Healthy
1353,Cat,14,British Shorthair,No,4,Yes,Mild,Decreased,Increased,No,No,No,No,Yes,No,No,No,No,No,No,No,CKD
1354,Dog,2,Shih Tzu,Yes,12,Yes,Normal,Normal,Normal,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Dietary Indiscretion
1355,Dog,14,Shih Tzu,No,42,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,Yes,Hip Dysplasia
1356,Dog,19,Rottweiler,Yes,38,No,Mild,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,Yes,Arthritis
1357,Dog,2,Poodle,Yes,15,No,Severe,None,Normal,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Parvovirus
1358,Dog,8,Beagle,No,39,Yes,Mild,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,Yes,Arthritis
1359,Cat,2,Sphynx,Yes,5,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Skin Allergies
1360,Cat,2,Sphynx,No,7,Yes,Normal,Normal,Normal,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,FLUTD
1361,Cat,10,British Shorthair,Yes,6,Yes,Normal,Decreased,Normal,Yes,No,No,No,No,No,No,No,No,No,No,No,Hairball
1362,Cat,6,Siamese,No,5,Yes,Normal,Normal,Normal,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,FLUTD
1363,Dog,7,Boxer,No,10,Yes,Normal,Normal,Normal,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Dietary Indiscretion
1364,Dog,7,Poodle,No,41,Yes,Mild,Normal,Normal,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Kennel Cough
1365,Dog,10,Rottweiler,No,34,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,No,No,Ear Infection
1366,Cat,13,Bengal,Yes,3,Yes,Mild,Decreased,Increased,No,No,No,No,Yes,No,No,Yes,No,No,No,No,CKD
1367,Dog,12,Golden Retriever,No,14,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,No,No,Ear Infection
1368,Cat,7,Domestic Shorthair,Yes,7,Yes,Normal,Decreased,Normal,Yes,No,No,No,No,No,No,No,No,No,No,No,Hairball
1369,Dog,9,French Bulldog,No,21,No,Normal,Decreased,Normal,Yes,No,No,No,No,No,No,No,No,No,No,No,Gastritis
1370,Cat,16,British Shorthair,No,4,No,Mild,Decreased,Increased,No,No,No,No,No,No,No,No,No,No,No,No,CKD
1371,Cat,4,Maine Coon,Yes,6,No,Normal,Decreased,Normal,Yes,No,No,No,No,No,No,No,No,No,No,No,Hairball
1372,Dog,1,Rottweiler,No,35,No,Severe,None,Normal,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Parvovirus
1373,Cat,1,British Shorthair,No,3,Yes,Normal,Decreased,Normal,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Upper Respiratory Infection
1374,Dog,11,Shih Tzu,Yes,21,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,No,Healthy
1375,Dog,7,French Bulldog,Yes,16,Yes,Normal,Normal,Normal,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Ear Infection
1376,Cat,1,Maine Coon,No,3,Yes,Normal,Decreased,Normal,Yes,No,No,No,No,No,No,No,No,No,No,No,Hairball
1377,Dog,1,Boxer,No,8,No,Mild,Normal,Normal,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Kennel Cough
1378,Dog,7,Boxer,No,27,Yes,Mild,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,Yes,Arthritis
1379,Cat,7,Sphynx,No,4,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Skin Allergies
1380,Dog,10,Rottweiler,No,28,Yes,Normal,Normal,Normal,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Dietary Indiscretion
1381,Cat,19,Ragdoll,No,6,Yes,Mild,Decreased,Increased,No,No,No,No,Yes,No,No,No,No,No,No,No,CKD
1382,Dog,2,Poodle,Yes,10,No,Normal,None,Normal,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Parvovirus
1383,Dog,2,German Shepherd,Yes,27,Yes,Normal,Normal,Normal,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Dietary Indiscretion
1384,Dog,6,French Bulldog,No,25,Yes,Normal,Decreased,Normal,Yes,No,No,No,No,No,No,No,No,No,No,No,Gastritis
1385,Dog,10,Rottweiler,Yes,42,No,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,No,No,Ear Infection
1386,Cat,6,British Shorthair,No,7,Yes,Normal,Normal,Normal,No,No,No,No,Yes,No,No,No,No,No,No,No,FLUTD
